step     5000 | reward(last100)  0.0010 | sigma 0.0309 | elapsed    4.2s
step  1595000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6173.1s
step  1600000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6193.0s
step  1605000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6212.1s
step  1610000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6230.6s
step  1615000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6250.9s
step  1620000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6271.4s
step  1625000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6290.7s
step  1630000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6309.2s
step  1635000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6327.7s
step  1640000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6347.8s
step  1645000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6367.7s
step  1650000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6387.5s
step  1655000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6406.9s
step  1660000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6425.6s
step  1665000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6448.4s
step  1670000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6472.0s
step  1675000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6495.4s
step  1680000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6517.5s
step  1685000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6536.1s
step  1690000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6554.6s
step  1695000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6573.1s
step  1700000 | reward(last100)  0.0000 | sigma 0.0198 | elapsed 6591.5s
step  1705000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6610.5s
step  1710000 | reward(last100)  0.0000 | sigma 0.0197 | elapsed 6630.2s
